vendor_id,component_id,promised_date,actual_date,qty_ordered,qty_received,order_month,seasonal_flag,component_lead_days,criticality_score,on_time_rate_12m,hist_avg_delay_days,hist_fulfillment_rate,port_congestion_idx,weather_risk_score,news_sentiment,currency_volatility,high_risk,delay_days,fulfillment_ratio
VND_ZETA,BEARING_01,2021-07-23,2021-07-23,1463,1463,7,0,11,0.8,0.8941,0.392,0.9688,1.63,0.0,0.462,0.0,0,0,1.0
VND_GAMMA,CABLE_R,2021-10-10,2021-10-09,1207,1207,10,0,8,0.7,0.8941,0.836,0.9943,0.49,0.87,-0.256,1.02,0,-1,1.0
VND_DELTA,SCREW_M4,2023-05-02,2023-05-06,6501,5965,5,0,5,0.4,0.4759,4.712,0.7402,9.38,7.59,-0.912,3.272,0,4,0.917551145977542
VND_BETA,MOTOR_X,2023-08-29,2023-08-30,2996,2513,8,0,14,0.95,0.5615,3.568,0.8814,8.24,4.9,-0.912,2.005,1,1,0.8387850467289719
VND_EPSILON,BLADE_X,2021-12-17,2021-12-20,898,877,12,1,12,0.85,0.7712,1.352,0.9148,2.82,4.49,-0.659,1.941,0,3,0.9766146993318485
VND_GAMMA,BLADE_X,2023-04-30,2023-04-30,3154,2751,4,0,12,0.85,0.8897,0.521,1.0,1.81,0.33,-0.556,0.389,0,0,0.8722257450856056
VND_BETA,SCREW_M4,2023-12-21,2023-12-23,3654,3264,12,1,5,0.4,0.5681,2.345,0.9171,7.45,6.37,-1.0,2.215,1,2,0.8932676518883416
VND_BETA,SCREW_M4,2023-05-29,2023-06-02,3586,3453,5,0,5,0.4,0.5957,3.667,0.913,8.96,6.56,-0.962,3.201,0,4,0.9629113218070273
VND_DELTA,SWITCH_S,2023-11-24,2023-11-30,6709,4323,11,1,6,0.65,0.3943,3.649,0.7145,10.0,9.01,-1.0,3.571,1,6,0.6443583246385453
VND_ALPHA,CABLE_R,2023-06-26,2023-06-28,1392,1295,6,0,8,0.7,0.8147,1.042,0.9776,4.67,1.37,-0.2,0.43,1,2,0.930316091954023
VND_ZETA,MOTOR_X,2023-11-26,2023-11-27,7930,7655,11,1,14,0.95,1.0,0.158,1.0,1.99,2.8,0.448,0.025,0,1,0.9653215636822194
VND_ALPHA,BATTERY_A,2022-11-24,2022-11-25,2778,2497,11,1,10,0.9,0.8021,0.899,1.0,3.94,3.27,-0.255,0.88,0,1,0.8988480921526278
VND_BETA,SWITCH_S,2023-06-08,2023-06-11,703,465,6,0,6,0.65,0.5921,2.602,0.84,8.51,4.55,-0.832,3.415,0,3,0.6614509246088194
VND_ALPHA,SWITCH_S,2021-11-06,2021-11-08,7593,6629,11,1,6,0.65,0.6592,0.622,0.9488,3.94,3.27,-0.255,0.88,0,2,0.8730409587778217
VND_ZETA,MOTOR_X,2023-12-01,2023-12-02,2622,2536,12,1,14,0.95,0.9313,0.836,0.9766,4.01,0.19,-0.074,0.755,0,1,0.9672006102212052
VND_DELTA,SWITCH_S,2022-09-16,2022-09-20,6110,4039,9,0,6,0.65,0.4062,4.657,0.7385,10.0,8.25,-1.0,4.688,0,4,0.6610474631751228
VND_GAMMA,CABLE_R,2021-01-17,2021-01-17,6974,6974,1,1,8,0.7,0.8821,0.614,0.952,1.85,2.16,0.022,0.306,0,0,1.0
VND_EPSILON,BLADE_X,2021-10-28,2021-11-02,5936,5444,10,0,12,0.85,0.728,1.77,0.9251,4.13,3.48,-0.679,1.687,0,5,0.9171159029649596
VND_DELTA,SWITCH_S,2022-02-25,2022-02-26,7471,5216,2,0,6,0.65,0.406,3.817,0.7525,10.0,7.1,-1.0,3.739,1,1,0.6981662428055146
VND_ZETA,BEARING_01,2022-12-09,2022-12-13,7471,7471,12,1,11,0.8,0.9025,0.603,0.9625,4.01,0.19,-0.074,0.755,0,4,1.0
VND_BETA,SWITCH_S,2022-09-10,2022-09-12,890,890,9,0,6,0.65,0.5264,2.894,0.8874,7.93,5.56,-0.497,2.593,0,2,1.0
VND_EPSILON,MOTOR_X,2022-11-17,2022-11-17,3394,3178,11,1,14,0.95,0.7435,2.179,0.926,4.9,3.65,0.183,1.854,0,0,0.9363582793164408
VND_EPSILON,CASING_B,2022-08-05,2022-08-08,1950,1811,8,0,7,0.6,0.6954,1.193,0.9145,7.16,0.93,-0.254,0.955,0,3,0.9287179487179488
VND_EPSILON,BATTERY_A,2022-10-02,2022-09-30,4470,4470,10,0,10,0.9,0.6707,1.816,0.9564,4.13,3.48,-0.679,1.687,1,-2,1.0
VND_ZETA,CABLE_R,2021-11-24,2021-11-24,391,391,11,1,8,0.7,0.9056,0.443,1.0,1.99,2.8,0.448,0.025,0,0,1.0
VND_EPSILON,MOTOR_X,2022-06-14,2022-06-13,2177,2024,6,0,14,0.95,0.7641,1.999,0.9351,5.8,3.45,-0.555,1.904,0,-1,0.9297197978870004
VND_ZETA,BLADE_X,2023-05-16,2023-05-17,4339,4266,5,0,12,0.85,0.9352,-0.202,0.9633,3.15,0.0,0.105,0.83,0,1,0.9831758469693478
VND_ZETA,BATTERY_A,2021-05-03,2021-05-04,7094,6186,5,0,10,0.9,0.9479,1.192,0.9713,3.15,0.0,0.105,0.83,0,1,0.872004510854243
VND_GAMMA,CABLE_R,2023-11-06,2023-11-07,3103,3027,11,1,8,0.7,0.9918,1.672,0.9935,0.77,1.58,0.264,0.0,0,1,0.9755075733161457
VND_ALPHA,BATTERY_A,2021-09-13,2021-09-12,3876,3769,9,0,10,0.9,0.7605,1.315,0.9364,3.19,0.54,0.027,0.512,0,-1,0.9723942208462333
VND_EPSILON,BLADE_X,2021-01-11,2021-01-15,3912,3912,1,1,12,0.85,0.6435,1.868,0.9512,5.06,3.05,-0.408,1.754,0,4,1.0
VND_BETA,CABLE_R,2023-12-29,2024-01-02,7118,5673,12,1,8,0.7,0.4873,2.496,0.8765,7.45,6.37,-1.0,2.215,1,4,0.7969935375105367
VND_GAMMA,SCREW_M4,2022-09-05,2022-09-08,2530,2467,9,0,5,0.4,1.0,-0.328,0.9741,1.65,0.0,-0.445,0.427,1,3,0.975098814229249
VND_ZETA,CASING_B,2023-02-13,2023-02-13,4457,3976,2,0,7,0.6,0.9801,0.437,1.0,0.68,0.31,-0.17,0.259,0,0,0.8920798743549473
VND_ALPHA,SCREW_M4,2022-11-03,2022-11-05,4430,4430,11,1,5,0.4,0.8445,0.967,0.9504,3.94,3.27,-0.255,0.88,0,2,1.0
VND_GAMMA,SCREW_M4,2023-07-20,2023-07-20,1002,1002,7,0,5,0.4,0.9612,0.784,0.9357,2.34,0.0,0.441,0.0,0,0,1.0
VND_ZETA,CASING_B,2023-05-22,2023-05-22,6986,6734,5,0,7,0.6,0.9837,0.437,0.9841,3.15,0.0,0.105,0.83,0,0,0.9639278557114228
VND_ALPHA,SWITCH_S,2021-07-08,2021-07-07,709,682,7,0,6,0.65,0.778,1.063,0.9372,2.66,1.71,-0.565,1.15,0,-1,0.9619181946403385
VND_BETA,SWITCH_S,2023-09-03,2023-09-06,1959,1559,9,0,6,0.65,0.5341,2.831,0.9155,7.93,5.56,-0.497,2.593,0,3,0.7958141909137315
VND_ALPHA,BEARING_01,2023-01-27,2023-01-28,5744,5642,1,1,11,0.8,0.7794,0.916,0.9623,3.7,2.96,-0.026,1.609,1,1,0.9822423398328691
VND_EPSILON,SWITCH_S,2023-11-29,2023-12-02,6580,6539,11,1,6,0.65,0.7876,1.93,0.947,4.9,3.65,0.183,1.854,0,3,0.9937689969604864
VND_GAMMA,SWITCH_S,2023-10-19,2023-10-20,5413,5413,10,0,6,0.65,0.9398,0.312,0.992,0.49,0.87,-0.256,1.02,1,1,1.0
VND_DELTA,SWITCH_S,2023-09-30,2023-10-02,6194,5219,9,0,6,0.65,0.3055,4.286,0.7555,10.0,8.25,-1.0,4.688,1,2,0.8425896028414595
VND_BETA,SWITCH_S,2021-10-23,2021-10-22,4343,4257,10,0,6,0.65,0.5694,2.412,0.8594,7.34,4.7,-0.665,2.932,0,-1,0.9801980198019802
VND_DELTA,CASING_B,2023-07-27,2023-08-02,1259,1001,7,0,7,0.6,0.4733,4.662,0.7658,10.0,6.05,-1.0,3.274,1,6,0.7950754567116759
VND_ZETA,BATTERY_A,2022-03-12,2022-03-12,3930,3861,3,0,10,0.9,0.8626,0.637,1.0,3.65,1.04,-0.406,0.887,0,0,0.982442748091603
VND_ALPHA,BEARING_01,2021-11-18,2021-11-16,7933,7933,11,1,11,0.8,0.8222,1.174,0.9351,3.94,3.27,-0.255,0.88,0,-2,1.0
VND_ALPHA,CABLE_R,2023-04-17,2023-04-17,1103,1035,4,0,8,0.7,0.8204,1.212,0.9857,3.44,0.0,-0.737,0.775,0,0,0.9383499546690843
VND_GAMMA,BATTERY_A,2022-08-17,2022-08-17,529,495,8,0,10,0.9,0.9188,0.105,0.9284,2.14,2.59,-0.277,0.173,0,0,0.9357277882797732
VND_ALPHA,CASING_B,2023-01-31,2023-01-31,2697,2566,1,1,7,0.6,0.8329,1.182,0.9651,3.7,2.96,-0.026,1.609,0,0,0.9514275120504264
VND_GAMMA,CABLE_R,2022-08-26,2022-08-26,4180,3924,8,0,8,0.7,0.8715,0.07,0.9608,2.14,2.59,-0.277,0.173,0,0,0.938755980861244
VND_BETA,MOTOR_X,2021-10-19,2021-10-22,6620,5511,10,0,14,0.95,0.6153,2.728,0.8771,7.34,4.7,-0.665,2.932,0,3,0.8324773413897281
VND_ALPHA,SWITCH_S,2022-09-17,2022-09-16,7483,7483,9,0,6,0.65,0.813,0.501,0.9352,3.19,0.54,0.027,0.512,1,-1,1.0
VND_BETA,BLADE_X,2022-01-10,2022-01-11,6910,6910,1,1,12,0.85,0.5546,2.759,0.8694,8.49,4.94,-0.843,2.646,1,1,1.0
VND_ALPHA,BEARING_01,2021-09-08,2021-09-08,4685,4433,9,0,11,0.8,0.811,0.749,0.9665,3.19,0.54,0.027,0.512,1,0,0.9462113127001067
VND_ALPHA,CABLE_R,2021-04-02,2021-04-03,3620,3078,4,0,8,0.7,0.8158,1.088,0.9549,3.44,0.0,-0.737,0.775,1,1,0.8502762430939227
VND_EPSILON,BEARING_01,2022-09-27,2022-10-01,4834,4733,9,0,11,0.8,0.7631,1.99,0.9458,4.38,3.89,-0.441,1.169,0,4,0.9791063301613571
VND_GAMMA,BEARING_01,2023-02-12,2023-02-13,4093,4093,2,0,11,0.8,0.9162,-0.445,0.9828,0.13,0.0,-0.083,0.079,0,1,1.0
VND_BETA,CASING_B,2023-10-31,2023-11-03,5413,4843,10,0,7,0.6,0.5682,2.392,0.8908,7.34,4.7,-0.665,2.932,1,3,0.8946979493811196
VND_DELTA,BEARING_01,2023-07-09,2023-07-12,1420,1235,7,0,11,0.8,0.4043,4.666,0.766,10.0,6.05,-1.0,3.274,0,3,0.8697183098591549
VND_ALPHA,CABLE_R,2023-04-19,2023-04-19,3372,2946,4,0,8,0.7,0.8179,0.691,0.9334,3.44,0.0,-0.737,0.775,0,0,0.8736654804270463
VND_DELTA,SCREW_M4,2022-11-26,2022-12-02,4631,3722,11,1,5,0.4,0.302,5.008,0.8002,10.0,9.01,-1.0,3.571,1,6,0.8037141006262146
VND_ZETA,MOTOR_X,2023-06-27,2023-06-28,6228,6228,6,0,14,0.95,0.9249,0.791,0.9188,0.95,0.58,-1.0,0.11,1,1,1.0
VND_ZETA,BLADE_X,2021-07-01,2021-06-30,7293,7293,7,0,12,0.85,0.9374,0.587,1.0,1.63,0.0,0.462,0.0,0,-1,1.0
VND_ZETA,CASING_B,2021-02-20,2021-02-20,4885,4668,2,0,7,0.6,0.971,0.764,0.9501,0.68,0.31,-0.17,0.259,0,0,0.9555783009211873
VND_EPSILON,BLADE_X,2021-09-11,2021-09-11,5474,5474,9,0,12,0.85,0.7125,1.731,0.9625,4.38,3.89,-0.441,1.169,0,0,1.0
VND_BETA,BATTERY_A,2021-04-19,2021-04-17,4871,4643,4,0,10,0.9,0.5874,2.627,0.9182,7.67,5.01,-1.0,2.322,1,-2,0.9531923629644837
VND_DELTA,SCREW_M4,2023-10-27,2023-10-31,7547,6004,10,0,5,0.4,0.4847,3.903,0.7736,10.0,5.94,-1.0,3.793,1,4,0.7955478998277461
VND_ALPHA,MOTOR_X,2023-12-26,2023-12-27,1672,1485,12,1,14,0.95,0.8529,1.056,0.9263,1.72,2.38,-0.358,1.423,0,1,0.8881578947368421
VND_GAMMA,MOTOR_X,2022-02-26,2022-02-26,2209,2189,2,0,14,0.95,0.9298,0.275,0.9644,0.13,0.0,-0.083,0.079,0,0,0.9909461294703485
VND_ALPHA,BEARING_01,2023-12-29,2023-12-29,5171,5056,12,1,11,0.8,0.8479,0.557,0.9678,1.72,2.38,-0.358,1.423,0,0,0.9777605878940243
VND_DELTA,CABLE_R,2021-04-03,2021-04-12,4226,3103,4,0,8,0.7,0.4188,5.346,0.7999,10.0,7.27,-1.0,3.863,1,9,0.7342640795078088
VND_GAMMA,MOTOR_X,2023-06-15,2023-06-14,1678,1678,6,0,14,0.95,0.9359,-0.098,1.0,1.52,0.0,0.363,0.701,0,-1,1.0
VND_ALPHA,SWITCH_S,2023-12-18,2023-12-19,2799,2495,12,1,6,0.65,0.8312,1.06,0.9863,1.72,2.38,-0.358,1.423,1,1,0.8913897820650232
VND_GAMMA,SWITCH_S,2021-07-06,2021-07-06,1139,1139,7,0,6,0.65,0.9726,0.314,0.998,2.34,0.0,0.441,0.0,1,0,1.0
VND_EPSILON,BATTERY_A,2021-12-11,2021-12-11,2537,2530,12,1,10,0.9,0.7131,1.517,0.9322,2.82,4.49,-0.659,1.941,0,0,0.997240835632637
VND_BETA,CASING_B,2022-06-08,2022-06-10,6493,5668,6,0,7,0.6,0.5612,2.906,0.8371,8.51,4.55,-0.832,3.415,1,2,0.8729400893269675
VND_BETA,BATTERY_A,2022-09-21,2022-09-27,8000,7624,9,0,10,0.9,0.5871,2.893,0.8924,7.93,5.56,-0.497,2.593,0,6,0.953
VND_ZETA,SWITCH_S,2021-12-13,2021-12-14,682,682,12,1,6,0.65,0.9653,0.336,0.9463,4.01,0.19,-0.074,0.755,0,1,1.0
VND_BETA,CABLE_R,2021-02-25,2021-03-03,6043,5518,2,0,8,0.7,0.4778,2.44,0.8582,7.47,5.81,-0.631,3.173,1,6,0.9131226212146285
VND_GAMMA,MOTOR_X,2023-03-10,2023-03-10,1008,953,3,0,14,0.95,1.0,0.072,0.9769,1.39,0.8,0.586,0.47,0,0,0.9454365079365079
VND_BETA,CABLE_R,2023-04-26,2023-04-26,7515,7001,4,0,8,0.7,0.5768,3.021,0.8405,7.67,5.01,-1.0,2.322,1,0,0.9316034597471723
VND_GAMMA,CABLE_R,2023-02-09,2023-02-11,7913,7913,2,0,8,0.7,0.9755,0.648,1.0,0.13,0.0,-0.083,0.079,0,2,1.0
VND_ALPHA,BATTERY_A,2022-02-19,2022-02-22,2162,2162,2,0,10,0.9,0.855,0.747,0.9208,2.97,1.37,0.254,1.307,0,3,1.0
VND_DELTA,SCREW_M4,2023-11-08,2023-11-06,6363,5124,11,1,5,0.4,0.3542,4.944,0.7817,10.0,9.01,-1.0,3.571,1,-2,0.8052805280528053
VND_ALPHA,SWITCH_S,2022-07-06,2022-07-09,696,694,7,0,6,0.65,0.7477,1.471,1.0,2.66,1.71,-0.565,1.15,1,3,0.9971264367816092
VND_DELTA,CABLE_R,2023-04-14,2023-04-16,736,616,4,0,8,0.7,0.3198,4.333,0.7169,10.0,7.27,-1.0,3.863,1,2,0.8369565217391305
VND_ALPHA,BEARING_01,2023-04-15,2023-04-15,5389,4899,4,0,11,0.8,0.9054,0.592,0.9385,3.44,0.0,-0.737,0.775,0,0,0.9090740397105215
VND_ALPHA,SCREW_M4,2022-07-06,2022-07-08,4738,4189,7,0,5,0.4,0.7958,0.165,0.9512,2.66,1.71,-0.565,1.15,0,2,0.8841283241874208
VND_BETA,BATTERY_A,2021-09-15,2021-09-15,2695,2152,9,0,10,0.9,0.553,2.929,0.9221,7.93,5.56,-0.497,2.593,0,0,0.7985157699443414
VND_DELTA,SWITCH_S,2021-06-21,2021-06-20,7132,4697,6,0,6,0.65,0.3822,4.128,0.6809,10.0,7.21,-1.0,4.359,1,-1,0.6585810431856421
VND_BETA,SCREW_M4,2023-02-04,2023-02-10,4627,4281,2,0,5,0.4,0.5773,2.938,0.8498,7.47,5.81,-0.631,3.173,1,6,0.9252215258266695
VND_BETA,CASING_B,2023-05-18,2023-05-18,7666,7666,5,0,7,0.6,0.4872,3.293,0.8812,8.96,6.56,-0.962,3.201,0,0,1.0
VND_ALPHA,BEARING_01,2021-01-03,2021-01-03,6857,6812,1,1,11,0.8,0.8231,1.081,0.9276,3.7,2.96,-0.026,1.609,1,0,0.9934373632784016
VND_EPSILON,BEARING_01,2022-08-16,2022-08-16,5549,5187,8,0,11,0.8,0.8027,2.039,0.9573,7.16,0.93,-0.254,0.955,1,0,0.9347630203640296
VND_ALPHA,CASING_B,2021-05-04,2021-05-06,7847,6755,5,0,7,0.6,0.8459,1.554,0.9456,2.19,1.91,-0.492,0.435,1,2,0.8608385370205174
VND_GAMMA,BEARING_01,2022-05-29,2022-05-29,7077,6497,5,0,11,0.8,0.9078,0.012,1.0,1.61,2.86,-0.038,0.521,0,0,0.9180443690829447
VND_GAMMA,SWITCH_S,2022-03-12,2022-03-12,4993,4993,3,0,6,0.65,0.9712,-0.286,1.0,1.39,0.8,0.586,0.47,0,0,1.0
VND_ALPHA,BLADE_X,2021-11-27,2021-11-30,6255,6188,11,1,12,0.85,0.8439,1.295,0.9423,3.94,3.27,-0.255,0.88,1,3,0.9892885691446842
VND_GAMMA,BATTERY_A,2021-07-03,2021-07-04,3438,3438,7,0,10,0.9,0.9405,0.077,0.964,2.34,0.0,0.441,0.0,0,1,1.0
VND_BETA,BATTERY_A,2022-07-27,2022-07-27,7394,5345,7,0,10,0.9,0.5965,2.79,0.8131,8.11,6.76,-1.0,3.129,1,0,0.7228834189883689
VND_BETA,SWITCH_S,2023-10-31,2023-11-03,6770,6220,10,0,6,0.65,0.4476,2.587,0.8904,7.34,4.7,-0.665,2.932,1,3,0.9187592319054653
VND_ZETA,CABLE_R,2022-12-03,2022-12-02,5403,4674,12,1,8,0.7,0.9814,0.21,0.9807,4.01,0.19,-0.074,0.755,0,-1,0.8650749583564686
VND_ZETA,BLADE_X,2023-07-17,2023-07-15,2436,2436,7,0,12,0.85,0.8924,-0.437,1.0,1.63,0.0,0.462,0.0,0,-2,1.0
VND_ZETA,SCREW_M4,2022-10-21,2022-10-22,2998,2854,10,0,5,0.4,1.0,0.86,0.9851,2.08,0.04,-0.007,0.366,0,1,0.951967978652435
VND_DELTA,SCREW_M4,2022-11-04,2022-11-10,330,242,11,1,5,0.4,0.4422,4.217,0.7723,10.0,9.01,-1.0,3.571,1,6,0.7333333333333333
VND_ZETA,CASING_B,2021-01-05,2021-01-06,5187,4847,1,1,7,0.6,1.0,1.019,0.981,1.09,2.03,0.123,0.866,0,1,0.9344515133988818
VND_ALPHA,BEARING_01,2021-01-20,2021-01-24,5710,5476,1,1,11,0.8,0.8914,1.339,0.9669,3.7,2.96,-0.026,1.609,0,4,0.9590192644483363
VND_DELTA,CASING_B,2023-09-29,2023-10-02,6446,5011,9,0,7,0.6,0.4364,4.508,0.7191,10.0,8.25,-1.0,4.688,1,3,0.7773813217499225
VND_EPSILON,SWITCH_S,2021-06-16,2021-06-18,6649,6649,6,0,6,0.65,0.6934,1.043,0.9414,5.8,3.45,-0.555,1.904,1,2,1.0
VND_EPSILON,BATTERY_A,2021-03-05,2021-03-08,7511,7511,3,0,10,0.9,0.7032,1.822,0.9891,5.21,3.36,-0.135,2.022,0,3,1.0
VND_ZETA,BEARING_01,2021-09-10,2021-09-10,3091,3091,9,0,11,0.8,0.9869,0.502,0.9695,3.04,0.65,-0.322,0.705,0,0,1.0
VND_EPSILON,SWITCH_S,2023-01-04,2023-01-04,3368,3261,1,1,6,0.65,0.7026,0.904,0.9021,5.06,3.05,-0.408,1.754,1,0,0.9682304038004751
VND_ZETA,CASING_B,2021-01-18,2021-01-18,1222,1222,1,1,7,0.6,1.0,0.41,0.9795,1.09,2.03,0.123,0.866,0,0,1.0
VND_GAMMA,BEARING_01,2022-01-31,2022-01-30,3841,3841,1,1,11,0.8,0.9251,-0.121,1.0,1.85,2.16,0.022,0.306,0,-1,1.0
VND_BETA,MOTOR_X,2021-02-10,2021-02-11,6412,5941,2,0,14,0.95,0.5491,3.124,0.8517,7.47,5.81,-0.631,3.173,0,1,0.9265439800374298
VND_ZETA,BLADE_X,2023-01-03,2023-01-03,1768,1494,1,1,12,0.85,0.9784,0.133,0.9664,1.09,2.03,0.123,0.866,0,0,0.8450226244343891
VND_EPSILON,BATTERY_A,2022-09-13,2022-09-19,6822,6806,9,0,10,0.9,0.6978,1.323,0.971,4.38,3.89,-0.441,1.169,1,6,0.9976546467311639
VND_BETA,SCREW_M4,2023-10-09,2023-10-15,3173,2425,10,0,5,0.4,0.5909,3.129,0.901,7.34,4.7,-0.665,2.932,1,6,0.7642609517806492
VND_GAMMA,MOTOR_X,2023-10-07,2023-10-08,7609,6864,10,0,14,0.95,0.9489,-0.347,0.9846,0.49,0.87,-0.256,1.02,0,1,0.9020896307004863
VND_ALPHA,SCREW_M4,2022-02-06,2022-02-06,6926,6285,2,0,5,0.4,0.7249,1.28,1.0,2.97,1.37,0.254,1.307,1,0,0.9074501876985273
VND_ALPHA,SWITCH_S,2022-07-23,2022-07-25,4862,4427,7,0,6,0.65,0.7848,0.975,0.9669,2.66,1.71,-0.565,1.15,0,2,0.9105306458247635
VND_BETA,BEARING_01,2022-02-01,2022-02-02,5605,4976,2,0,11,0.8,0.5485,2.464,0.9305,7.47,5.81,-0.631,3.173,1,1,0.887778768956289
VND_ALPHA,CASING_B,2021-09-20,2021-09-19,6311,6091,9,0,7,0.6,0.8496,1.254,0.9693,3.19,0.54,0.027,0.512,0,-1,0.9651402313421011
VND_BETA,BATTERY_A,2022-06-16,2022-06-17,7847,6734,6,0,10,0.9,0.5516,2.343,0.857,8.51,4.55,-0.832,3.415,0,1,0.8581623550401427
VND_EPSILON,SCREW_M4,2022-07-16,2022-07-14,1771,1669,7,0,5,0.4,0.6817,1.382,0.9105,4.08,2.56,-0.606,1.633,0,-2,0.9424054206662902
VND_ZETA,MOTOR_X,2023-12-28,2023-12-28,5233,5233,12,1,14,0.95,0.9235,0.146,0.9676,4.01,0.19,-0.074,0.755,0,0,1.0
VND_ZETA,BLADE_X,2023-07-19,2023-07-19,216,210,7,0,12,0.85,0.9,-0.133,1.0,1.63,0.0,0.462,0.0,0,0,0.9722222222222222
VND_ZETA,SWITCH_S,2021-04-17,2021-04-17,7194,7194,4,0,6,0.65,0.8352,0.188,1.0,4.0,1.67,-0.484,0.326,0,0,1.0
VND_DELTA,CABLE_R,2023-04-14,2023-04-17,2444,1941,4,0,8,0.7,0.3367,4.63,0.7891,10.0,7.27,-1.0,3.863,1,3,0.794189852700491
VND_ZETA,BATTERY_A,2023-11-28,2023-11-28,4022,4022,11,1,10,0.9,0.9893,-0.642,0.9833,1.99,2.8,0.448,0.025,0,0,1.0
VND_GAMMA,BEARING_01,2023-11-26,2023-11-25,6417,6082,11,1,11,0.8,1.0,0.451,0.9839,0.77,1.58,0.264,0.0,0,-1,0.9477949197444289
VND_ZETA,MOTOR_X,2022-04-05,2022-04-07,584,584,4,0,14,0.95,1.0,0.422,0.9886,4.0,1.67,-0.484,0.326,0,2,1.0
VND_DELTA,BLADE_X,2023-12-27,2023-12-31,3877,2739,12,1,12,0.85,0.3733,5.291,0.7858,9.5,6.79,-1.0,3.943,1,4,0.7064740778952798
VND_ALPHA,CABLE_R,2023-03-14,2023-03-15,1794,1794,3,0,8,0.7,0.8185,1.303,1.0,2.73,2.14,-0.359,0.814,0,1,1.0
VND_ALPHA,CABLE_R,2021-02-21,2021-02-24,6241,5781,2,0,8,0.7,0.8364,1.687,0.9727,2.97,1.37,0.254,1.307,1,3,0.9262938631629547
VND_ZETA,SCREW_M4,2023-05-18,2023-05-18,809,809,5,0,5,0.4,0.8817,1.054,1.0,3.15,0.0,0.105,0.83,1,0,1.0
VND_BETA,SCREW_M4,2021-12-03,2021-12-06,2897,2625,12,1,5,0.4,0.4605,2.93,0.9238,7.45,6.37,-1.0,2.215,0,3,0.9061097687262686
VND_ALPHA,BLADE_X,2021-07-18,2021-07-22,428,396,7,0,12,0.85,0.8188,1.585,0.9644,2.66,1.71,-0.565,1.15,0,4,0.9252336448598131
VND_DELTA,BEARING_01,2021-02-19,2021-02-27,5054,3785,2,0,11,0.8,0.3449,4.634,0.7756,10.0,7.1,-1.0,3.739,1,8,0.7489117530668777
VND_GAMMA,CABLE_R,2022-05-22,2022-05-22,1083,1032,5,0,8,0.7,0.9545,0.319,1.0,1.61,2.86,-0.038,0.521,0,0,0.9529085872576177
VND_BETA,BEARING_01,2022-11-29,2022-12-06,7019,6323,11,1,11,0.8,0.533,3.463,0.9114,7.62,7.21,-0.911,3.187,0,7,0.9008405755805671
VND_GAMMA,MOTOR_X,2023-12-01,2023-12-02,6705,6705,12,1,14,0.95,0.9129,0.377,1.0,1.78,3.21,-0.462,0.474,0,1,1.0
VND_ALPHA,SCREW_M4,2023-06-18,2023-06-18,6459,6205,6,0,5,0.4,0.8903,0.674,0.9519,4.67,1.37,-0.2,0.43,0,0,0.9606750270939773
VND_ZETA,BATTERY_A,2023-07-04,2023-07-03,4942,4460,7,0,10,0.9,0.9606,1.189,1.0,1.63,0.0,0.462,0.0,0,-1,0.9024686361796843
VND_ALPHA,BATTERY_A,2021-05-05,2021-05-04,7709,6967,5,0,10,0.9,0.8478,1.178,0.9439,2.19,1.91,-0.492,0.435,0,-1,0.9037488649630302
VND_DELTA,MOTOR_X,2022-10-04,2022-10-08,7491,5714,10,0,14,0.95,0.3986,4.727,0.8053,10.0,5.94,-1.0,3.793,1,4,0.762782005072754
VND_BETA,BATTERY_A,2021-05-07,2021-05-07,7729,6536,5,0,10,0.9,0.5502,2.52,0.8746,8.96,6.56,-0.962,3.201,1,0,0.8456462673049554
VND_ALPHA,BEARING_01,2022-09-10,2022-09-09,5203,4035,9,0,11,0.8,0.8148,0.828,0.9397,3.19,0.54,0.027,0.512,0,-1,0.7755141264655007
VND_ALPHA,SWITCH_S,2021-07-28,2021-07-31,5750,4959,7,0,6,0.65,0.7446,1.243,0.9626,2.66,1.71,-0.565,1.15,0,3,0.8624347826086957
VND_EPSILON,MOTOR_X,2021-04-17,2021-04-18,2615,2339,4,0,14,0.95,0.6135,0.922,0.9532,3.47,1.86,-0.305,1.806,0,1,0.8944550669216061
VND_DELTA,SWITCH_S,2021-07-16,2021-07-27,5256,4216,7,0,6,0.65,0.4022,3.222,0.7622,10.0,6.05,-1.0,3.274,1,11,0.802130898021309
VND_BETA,SWITCH_S,2021-01-22,2021-01-21,3914,2721,1,1,6,0.65,0.6029,2.781,0.8855,8.49,4.94,-0.843,2.646,1,-1,0.6951967296882984
VND_DELTA,SWITCH_S,2023-05-27,2023-05-26,7408,5116,5,0,6,0.65,0.432,4.658,0.7244,9.38,7.59,-0.912,3.272,1,-1,0.6906047516198704
VND_GAMMA,BATTERY_A,2021-02-23,2021-02-24,3919,3569,2,0,10,0.9,0.8318,0.091,0.964,0.13,0.0,-0.083,0.079,0,1,0.910691502934422
VND_EPSILON,CABLE_R,2022-01-30,2022-02-01,1084,1084,1,1,8,0.7,0.8485,1.368,0.9314,5.06,3.05,-0.408,1.754,1,2,1.0
VND_ALPHA,BATTERY_A,2021-05-19,2021-05-19,5056,5008,5,0,10,0.9,0.8912,1.732,0.9427,2.19,1.91,-0.492,0.435,0,0,0.990506329113924
